id,didok,bpuic,name,short_name
id_8508269,8269,8508269,Neumühle,NM
id_8500210,210,8500210,Wangen an der Aare,WAA
id_8504312,4312,8504312,Renan BE,RE
id_8504084,4084,8504084,Vaulruz-Nord,VAUL
id_8504101,4101,8504101,Düdingen,DUED
id_8506380,6380,8506380,Hirschberg,HIRS
id_8500309,309,8500309,Brugg AG,BG
id_8504302,4302,8504302,Reuchenette-Péry,REU
id_8503464,3464,8503464,Beringen Bad Bf,BERB
id_8504122,4122,8504122,Granges-Marnand,GM
id_8506143,6143,8506143,Münsterlingen Spital,MSPI
id_8501665,1665,8501665,Münster VS,MUET
id_8503234,3234,8503234,Nidfurn-Haslen,NID
id_8501087,1087,8501087,Mauraz,MAUZ
id_8501386,1386,8501386,Jor,JOR
id_8504140,4140,8504140,Muntelier-Löwenberg,LOEW
id_8509176,9176,8509176,Trun,TRUN
id_8518749,18749,8518749,Lyss Grien,LYGR
id_8501603,1603,8501603,Gampel-Steg,GA
id_8508185,8185,8508185,Kleindietwil,KDI
id_8530709,30709,8530709,Neuchâtel Champ-Bougin,NECB
id_8594466,94466,8594466,Martigny-Expo,MAXP
id_8505491,5491,8505491,Tegna,TEGN
id_8504200,4200,8504200,Yverdon-les-Bains,YV
id_8500165,165,8500165,Le Pied-d'Or,PIEO
id_8503460,3460,8503460,Schaffhausen Bad Bf,
id_8507007,7007,8507007,Wichtrach,WCH
id_8509174,9174,8509174,Waltensburg/Vuorz,WAVU
id_8506011,6011,8506011,Eschlikon TG,ESL
id_8501378,1378,8501378,Allières,ALLI
id_8509156,9156,8509156,Litzirüti,LITZ
id_8509368,9368,8509368,Campocologno,CAMP
id_8503463,3463,8503463,Neuhausen Bad Bf,NHB
id_8506129,6129,8506129,Konstanz,KO
id_8508327,8327,8508327,Ewil Maxon,EWMA
id_8506396,6396,8506396,Muolen,MUO
id_8508318,8318,8508318,Hergiswil NW,HGW
id_8503288,3288,8503288,Wollerau,WOL
id_8503286,3286,8503286,Samstagern,SAM
id_8503284,3284,8503284,Biberbrugg,BIB
id_8503282,3282,8503282,Rothenthurm,RTT
id_8503131,3131,8503131,Ettenhausen-Emmetschloo,ETH
id_8503089,3089,8503089,Wildpark-Höfli,WP
id_8508316,8316,8508316,Alpnach Dorf,ADF
id_8508313,8313,8508313,Sachseln,SACH
id_8501951,1951,8501951,Varzo,VAR
id_8518828,18828,8518828,Laufenburg (Baden),
id_8500094,94,8500094,Hirschlang,HING
id_8518812,18812,8518812,Neustadt (Schwarzw),
id_8518849,18849,8518849,Tuttlingen,
id_8505587,5587,8505587,Coimo,COIM
id_8518823,18823,8518823,Grenzach,
id_8518800,18800,8518800,Müllheim (Baden),
id_8518839,18839,8518839,Wehr-Brennet,
id_8518815,18815,8518815,Bad Säckingen,
id_8505584,5584,8505584,Malesco,MASS
id_8518850,18850,8518850,Aulendorf,
id_8518852,18852,8518852,Friedrichshafen Flughafen,
id_8518851,18851,8518851,Biberach (Riss),
id_8508055,8055,8508055,Unterzollikofen,UNZO
id_8503403,3403,8503403,Hüntwangen-Wil,HUEW
id_8501059,1059,8501059,Les Plantaz,PLAN
id_8509183,9183,8509183,Reichenau-Tamins,REIT
id_8509057,9057,8509057,Malans GR,MALA
id_8506182,6182,8506182,Bettwiesen,BTW
id_8500180,180,8500180,La Large-Journée,LARG
id_8504106,4106,8504106,Bern Bümpliz Süd,BNBS
id_8504495,4495,8504495,Bern Stöckacker,BNST
id_8507085,7085,8507085,Gasel,GAS
id_8501395,1395,8501395,Les Granges-Gérignoz,GRAC
id_8504292,4292,8504292,Valeyres-sous-Montagny,VASM
id_8509199,9199,8509199,Spinas,SPIN
id_8502002,2002,8502002,Brittnau-Wikon,BRIT
id_8501477,1477,8501477,Vers-l'Eglise,VEGL
id_8501201,1201,8501201,La Tour-de-Peilz,TOUR
id_8503313,3313,8503313,Niederglatt ZH,NG
id_8501166,1166,8501166,Romanel-sur-Lausanne,ROSL
id_8502196,2196,8502196,Unterentfelden Post,UNPO
id_8502215,2215,8502215,Muri AG,MI
id_8509412,9412,8509412,Mels,MELS
id_8501060,1060,8501060,La Cure,CURE
id_8501066,1066,8501066,Genolier,GEN
id_8504134,4134,8504134,Payerne,PAY
id_8503508,3508,8503508,Dietikon,DT
id_8501093,1093,8501093,Yens,YENS
id_8503525,3525,8503525,Otelfingen Golfpark,OFR
id_8502023,2023,8502023,Ballwil,BLL
id_8501473,1473,8501473,Les Planches (Aigle),PLAS
id_8509414,9414,8509414,Walenstadt,WAL
id_8503011,3011,8503011,Zürich Wiedikon,ZWIE
id_8503125,3125,8503125,Uster,UST
id_8503060,3060,8503060,Esslingen,ESSL
id_8506021,6021,8506021,Dinhard,DIH
id_8503056,3056,8503056,Ringlikon,RILI
id_8502120,2120,8502120,Küngoldingen,KGD
id_8517376,17376,8517376,Dietikon Schöneggstrasse,DTSS
id_8503203,3203,8503203,Oberrieden,ORD
id_8503509,3509,8503509,Schlieren,SCHL
id_8503304,3304,8503304,Kemptthal,KE
id_8503108,3108,8503108,Uerikon,UER
id_8506371,6371,8506371,St. Gallen Riethüsli,RITH
id_8501456,1456,8501456,Chemex,CHEX
id_8500302,302,8500302,Möhlin,MOE
id_8503207,3207,8503207,Richterswil,RI
id_8506355,6355,8506355,Heiden,HEI
id_8501118,1118,8501118,Renens VD,REN
id_8501048,1048,8501048,Lonay-Préverenges,LON
id_8530783,30783,8530783,Chez-le-Maître-Ecoles,CLME
id_8501067,1067,8501067,Givrins,GIVI
id_8501056,1056,8501056,Sus-Châtel,SUCH
id_8501164,1164,8501164,Cery-Fleur-de-Lys,CEF
id_8501095,1095,8501095,Ballens,BALL
id_8530066,30066,8530066,Grand-Moulin,GMOU
id_8501031,1031,8501031,Gland,GLA
id_8504120,4120,8504120,Moudon,MD
id_8505176,5176,8505176,Sedrun,SED
id_8508206,8206,8508206,Emmenmatt,EMM
id_8504311,4311,8504311,Sonvilier,SV
id_8509356,9356,8509356,Ospizio Bernina,OSBE
id_8504020,4020,8504020,Oron,OR
id_8501082,1082,8501082,Chardonney-Château,CHAC
id_8501097,1097,8501097,Pampigny-Sévery,PASE
id_8504412,4412,8504412,Schüpfen,SCUE
id_8506200,6200,8506200,Wattwil,WA
id_8503461,3461,8503461,Thayngen,THA
id_8503429,3429,8503429,Schlattingen,SCHN
id_8501635,1635,8501635,Gletsch,
id_8501607,1607,8501607,Domodossola,DO
id_8509361,9361,8509361,Poschiavo,POS
id_8509365,9365,8509365,Miralago,MIRA
id_8509064,9064,8509064,Küblis,KUEB
id_8501178,1178,8501178,Grésaley,GRES
id_8508210,8210,8508210,Escholzmatt,ESCH
id_8503113,3113,8503113,Blumenau,BLU
id_8508008,8008,8508008,Herzogenbuchsee,HB
id_8506277,6277,8506277,Schwende,SCDE
id_8506168,6168,8506168,Tägerschen,TAEN
id_8508005,8005,8508005,Burgdorf,BDF
id_8500100,100,8500100,Tavannes,TA
id_8505201,5201,8505201,Airolo,AI
id_8505212,5212,8505212,Castione-Arbedo,CAST
id_8500264,264,8500264,Oberdorf SO,ODF
id_8505209,5209,8505209,Biasca,BIA
id_8504103,4103,8504103,Flamatt,FLM
id_8506176,6176,8506176,Wängi,WAEN
id_8505112,5112,8505112,Flüelen,FL
id_8505113,5113,8505113,Altdorf UR,AL
id_8507275,7275,8507275,Stöckli,STOI
id_8507478,7478,8507478,Frutigen,FR
id_8500202,202,8500202,Grenchen Süd,GS
id_8500274,274,8500274,Feldbrunnen,FEBR
id_8508153,8153,8508153,Aarwangen,AARW
id_8505163,5163,8505163,Realp,REAL
id_8505164,5164,8505164,Hospental,HOS
id_8504484,4484,8504484,Müntschemier,MM
id_8516270,16270,8516270,Arbon Seemoosriet,ARBS
id_8505399,5399,8505399,Sorengo,SOGO
id_8507066,7066,8507066,Stettlen,STTL
id_8500267,267,8500267,Crémines,CREM
id_8503428,3428,8503428,Diessenhofen,DSH
id_8517519,17519,8517519,Stabio,STAF
id_8506036,6036,8506036,Reutlingen,REUT
id_8502204,2204,8502204,Zug,ZG
id_8502106,2106,8502106,Mägenwil,MAEG
id_8502103,2103,8502103,Suhr,SUHR
id_8502028,2028,8502028,Emmenbrücke Gersag,GSAG
id_8502022,2022,8502022,Eschenbach LU,ESB
id_8502011,2011,8502011,Oberkirch LU,OBK
id_8502008,2008,8502008,Nottwil,NO
id_8505018,5018,8505018,Meggen Zentrum,MEGZ
id_8501503,1503,8501503,Riddes,RID
id_8501421,1421,8501421,Monthey,MTH
id_8501420,1420,8501420,Massongex,MAS
id_8509400,9400,8509400,Oberriet SG,ORT
id_8517142,17142,8517142,Lancy-Bachet,CABA
id_8517131,17131,8517131,Pratteln Salina Raurica,PRSR
id_8517112,17112,8517112,Walchwil Hörndli,WCHO
id_8504208,4208,8504208,Boudry,BDR
id_8501022,1022,8501022,Versoix,VSX
id_8501020,1020,8501020,Chambésy,CHY
id_8508218,8218,8508218,Malters,MAL
id_8508217,8217,8508217,Schachen LU,SCHA
id_8508216,8216,8508216,Werthenstein,WST
id_8508211,8211,8508211,Schüpfheim,SCHH
id_8500303,303,8500303,Mumpf,MPF
id_8505471,5471,8505471,Locarno S. Antonio,LOAN
id_8507290,7290,8507290,Zweisimmen,ZW
id_8505218,5218,8505218,Taverne-Torricella,TAV
id_8508001,8001,8508001,Schönbühl SBB,SCHB
id_8502231,2231,8502231,Zug Oberwil,ZGO
id_8508384,8384,8508384,Niederrickenbach Station,NRRB
id_8503094,3094,8503094,Zürich Leimbach,ZLE
id_8503055,3055,8503055,Uitikon Waldegg,UIWA
id_8509363,9363,8509363,Li Curt,CURT
id_8500184,184,8500184,La Chaux-de-Fonds-Est,CFES
id_8516354,16354,8516354,Wolhusen Weid,WHW
id_8501566,1566,8501566,Le Châtelard VS,CHGI
id_8506394,6394,8506394,Roggwil-Berg,ROBG
id_8506377,6377,8506377,Bühler,BUEH
id_8505589,5589,8505589,Folsogno-Dissimo,FODI
id_8503095,3095,8503095,Sood-Oberleimbach,SOOD
id_8503064,3064,8503064,Scheuren,SCRN
id_8503072,3072,8503072,Neuhaus bei Hinteregg,NHBH
id_8503065,3065,8503065,Forch,FCH
id_8503009,3009,8503009,Zürich Wollishofen,ZWOL
id_8515992,15992,8515992,Baar Neufeld,BAAN
id_8502206,2206,8502206,Baar,BAA
id_8509061,9061,8509061,Furna,FURN
id_8501563,1563,8501563,Les Marécottes,MARE
id_8530334,30334,8530334,La Médettaz,MED
id_8508304,8304,8508304,Ebligen,EBLI
id_8501168,1168,8501168,Vernand-Camarès,VECA
id_8501492,1492,8501492,Gryon,GRYO
id_8506197,6197,8506197,Kreuzlingen Bernrain,KRB
id_8501465,1465,8501465,Val-d'Illiez,VALI
id_8501454,1454,8501454,Fayot,FAYO
id_8502111,2111,8502111,Däniken SO,DK
id_8508207,8207,8508207,Langnau i.E.,LN
id_8501578,1578,8501578,Orsières,ORS
id_8501472,1472,8501472,Exergillod,EX
id_8506124,6124,8506124,Güttingen,GUET
id_8504015,4015,8504015,Vevey-Funi,VVFU
id_8504141,4141,8504141,Henniez,HEN
id_8502247,2247,8502247,Birr,BIRR
id_8504007,4007,8504007,Moreillon,MRL
id_8501577,1577,8501577,La Douay,DOUY
id_8516013,16013,8516013,Cantello-Gaggiolo,GAGO
id_8509179,9179,8509179,Disentis/Mustér,DIS
id_8505178,5178,8505178,Mumpé Tujetsch,MOTU
id_8504135,4135,8504135,Corcelles-Sud,CS
id_8501677,1677,8501677,Bitsch,BITS
id_8501391,1391,8501391,La Tine,TINE
id_8509182,9182,8509182,Domat/Ems Werk,EMSW
id_8501490,1490,8501490,Fontannaz-Seulaz,FONT
id_8506001,6001,8506001,Winterthur Grüze,WGR
id_8508215,8215,8508215,Wolhusen,WH
id_8504298,4298,8504298,Ste-Croix,STCR
id_8506291,6291,8506291,Schachen (Herisau),SCH
id_8501176,1176,8501176,Fey,FEY
id_8502277,2277,8502277,Rudolfstetten,RUD
id_8500329,329,8500329,Koblenz,KB
id_8501634,1634,8501634,Muttbach-Belvédère,
id_8504217,4217,8504217,Champ-du-Moulin,CDM
id_8509177,9177,8509177,Rabius-Surrein,RASU
id_8501286,1286,8501286,Ondallaz-L'Alliaz,OND
id_8504289,4289,8504289,St-Sulpice NE,SSP
id_8501042,1042,8501042,Etoy,ETOY
id_8506392,6392,8506392,St. Gallen Haggen,SGHA
id_8506361,6361,8506361,St. Gallen Notkersegg,NOGG
id_8506173,6173,8506173,Weberei Matzingen,WEBM
id_8509152,9152,8509152,Lüen-Castiel,LUCA
id_8509352,9352,8509352,Surovas,SURO
id_8504014,4014,8504014,Palézieux,PAL
id_8505305,5305,8505305,Mendrisio,MEN
id_8530710,30710,8530710,Neuchâtel Serrières Ruau,NSRL
id_8503426,3426,8503426,Langwiesen,LAN
id_8509251,9251,8509251,Samedan,SAME
id_8509261,9261,8509261,Carolina,CARO
id_8500164,164,8500164,Tramelan-Chalet,TRCH
id_8509095,9095,8509095,Klosters Selfranga,SELF
id_8500177,177,8500177,Les Bois,BOIS
id_8507292,7292,8507292,Boltigen,BOLT
id_8504490,4490,8504490,Zihlbrücke,ZBR
id_8516154,16154,8516154,Bern Brünnen Westside,BNB
id_8504185,4185,8504185,Cressier FR,CRFR
id_8507271,7271,8507271,Schönried,SCR
id_8508056,8056,8508056,Moosseedorf,MOSE
id_8506118,6118,8506118,Triboltingen,TRIB
id_8503120,3120,8503120,Jona,JO
id_8506014,6014,8506014,Elgg,EL
id_8507076,7076,8507076,Belp,BP
id_8503239,3239,8503239,Linthal,LIN
id_8501092,1092,8501092,Bussy-Chardonney,BUSM
id_8508061,8061,8508061,Fraubrunnen,FBR
id_8509171,9171,8509171,Ilanz,ILZ
id_8507073,7073,8507073,Thurnen,THU
id_8505205,5205,8505205,Lavorgo,LAV
id_8504237,4237,8504237,Les Hauts-Geneveys,HGV
id_8516764,16764,8516764,Riehen,RIEB
id_1201923,1923,1201923,"Ludesch, MZO Oberland",
id_8503293,3293,8503293,Grüenfeld,GRF
id_8506398,6398,8506398,Neukirch-Egnach,NK
id_8502276,2276,8502276,Berikon-Widen,BEWI
id_8506292,6292,8506292,Degersheim,DG
id_8502176,2176,8502176,Reinach AG Mitte,REMI
id_8502160,2160,8502160,Gränichen,GRAE
id_8501950,1950,8501950,Preglia,PRE
id_8506027,6027,8506027,Ramsen,RA
id_8500090,90,8500090,Basel Bad Bf,BAD
id_8503289,3289,8503289,Freienbach SOB,FRBS
id_8500088,88,8500088,Oberdorf BL Winkelweg,ODBW
id_8518826,18826,8518826,Lauchringen,
id_8500086,86,8500086,Oberdorf BL,ODBL
id_8518804,18804,8518804,Hegne,
id_8518805,18805,8518805,Konstanz-Wollmatingen,
id_8518829,18829,8518829,Laufenburg (Baden) Ost,
